# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 11 05:36:40 2015
#
# CONSTRAINT:  where (koi_disposition like 'CONFIRMED'
# CONSTRAINT:  )
# CONSTRAINT:  order by rowid asc, koi_period desc
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
rowid	kepler_name	koi_disposition	koi_period	koi_period_err1	koi_period_err2	koi_prad	koi_prad_err1	koi_prad_err2	koi_teq	koi_teq_err1	koi_teq_err2	koi_steff	koi_steff_err1	koi_steff_err2	koi_slogg	koi_slogg_err1	koi_slogg_err2	koi_srad	koi_srad_err1	koi_srad_err2
245	Kepler-249 c	CONFIRMED	7.113727360	1.2060000e-05	-1.2060000e-05	1.27	1.800e-01	-1.800e-01	435.0			3568.00	64.00	-51.00	4.835	0.086	-0.086	0.4200	0.0600	-0.0600
246	Kepler-249 b	CONFIRMED	3.306548978	5.9340000e-06	-5.9340000e-06	1.09	1.600e-01	-1.600e-01	561.0			3568.00	64.00	-51.00	4.835	0.086	-0.086	0.4200	0.0600	-0.0600
247	Kepler-249 d	CONFIRMED	15.368436060	3.6990000e-05	-3.6990000e-05	1.21	1.700e-01	-1.800e-01	336.0			3568.00	64.00	-51.00	4.835	0.086	-0.086	0.4200	0.0600	-0.0600
251	Kepler-252 c	CONFIRMED	10.848447920	1.0200000e-05	-1.0200000e-05	2.38	3.600e-01	-3.600e-01	500.0			4208.00	1067.00	-111.00	4.681	0.097	-0.097	0.5900	0.0900	-0.0900
252	Kepler-252 b	CONFIRMED	6.668348720	1.8980000e-05	-1.8980000e-05	1.20	1.800e-01	-1.900e-01	588.0			4208.00	1067.00	-111.00	4.681	0.097	-0.097	0.5900	0.0900	-0.0900
255	Kepler-55 c	CONFIRMED	42.141266400	3.5650000e-04	-3.5650000e-04	27.87	2.280e+00	-2.670e+00	356.0			4505.00	136.00	-126.00	4.610	0.051	-0.027	0.6580	0.0540	-0.0630
256	Kepler-55 e	CONFIRMED	4.617466930	1.7820000e-05	-1.7820000e-05	1.51	1.200e-01	-1.500e-01	744.0			4505.00	136.00	-126.00	4.610	0.051	-0.027	0.6580	0.0540	-0.0630
257	Kepler-55 f	CONFIRMED	10.198518080	4.8970000e-05	-4.8970000e-05	1.60	1.300e-01	-1.600e-01	572.0			4505.00	136.00	-126.00	4.610	0.051	-0.027	0.6580	0.0540	-0.0630
259	Kepler-250 c	CONFIRMED	7.156817730	1.2330000e-05	-1.2330000e-05	2.41	5.900e-01	-1.800e-01	773.0			5162.00	216.00	-166.00	4.566	0.029	-0.150	0.7950	0.1960	-0.0600
260	Kepler-250 d	CONFIRMED	17.648309920	5.8470000e-05	-5.8470000e-05	2.23	5.400e-01	-1.700e-01	573.0			5162.00	216.00	-166.00	4.566	0.029	-0.150	0.7950	0.1960	-0.0600
261	Kepler-250 b	CONFIRMED	4.148087320	2.9560000e-05	-2.9560000e-05	1.16	2.800e-01	-9.000e-02	928.0			5162.00	216.00	-166.00	4.566	0.029	-0.150	0.7950	0.1960	-0.0600
262	Kepler-251 c	CONFIRMED	16.514128200	3.2500000e-05	-3.2500000e-05	3.59	1.280e+00	-5.500e-01	762.0			5883.00	173.00	-183.00	4.350	0.129	-0.239	1.0740	0.3830	-0.1650
263	Kepler-251 d	CONFIRMED	30.132930300	1.0030000e-04	-1.0030000e-04	4.25	1.510e+00	-6.600e-01	624.0			5883.00	173.00	-183.00	4.350	0.129	-0.239	1.0740	0.3830	-0.1650
264	Kepler-251 b	CONFIRMED	4.790917350	2.3200000e-05	-2.3200000e-05	1.80	6.500e-01	-2.700e-01	1151.0			5883.00	173.00	-183.00	4.350	0.129	-0.239	1.0740	0.3830	-0.1650
265	Kepler-110 c	CONFIRMED	31.719824980	6.0360000e-05	-6.0360000e-05	3.54	7.700e-01	-9.600e-01	786.0			5887.00	114.00	-120.00	3.938	0.218	-0.120	1.8430	0.4010	-0.4980
266	Kepler-251 e	CONFIRMED	99.640965300	5.7320000e-04	-5.7320000e-04	3.89	1.390e+00	-5.900e-01	419.0			5883.00	173.00	-183.00	4.350	0.129	-0.239	1.0740	0.3830	-0.1650
282	Kepler-253 c	CONFIRMED	10.281928770	1.8490000e-05	-1.8490000e-05	2.70	5.400e-01	-1.900e-01	687.0			5216.00	165.00	-144.00	4.584	0.025	-0.135	0.7900	0.1580	-0.0570
283	Kepler-253 d	CONFIRMED	18.119893640	3.6850000e-05	-3.6850000e-05	3.17	6.300e-01	-2.300e-01	569.0			5216.00	165.00	-144.00	4.584	0.025	-0.135	0.7900	0.1580	-0.0570
284	Kepler-253 b	CONFIRMED	3.784033930	1.1220000e-05	-1.1220000e-05	1.69	3.400e-01	-1.200e-01	959.0			5216.00	165.00	-144.00	4.584	0.025	-0.135	0.7900	0.1580	-0.0570
292	Kepler-256 c	CONFIRMED	3.388011854	9.0060000e-06	-9.0060000e-06	1.79	7.500e-01	-1.600e-01	1209.0			5936.00	178.00	-229.00	4.501	0.038	-0.303	0.9650	0.4060	-0.0860
293	Kepler-256 d	CONFIRMED	5.839089910	1.9140000e-05	-1.9140000e-05	1.65	6.900e-01	-1.500e-01	1008.0			5936.00	178.00	-229.00	4.501	0.038	-0.303	0.9650	0.4060	-0.0860
294	Kepler-256 b	CONFIRMED	1.620467836	5.3940000e-06	-5.3940000e-06	1.37	5.700e-01	-1.200e-01	1545.0			5936.00	178.00	-229.00	4.501	0.038	-0.303	0.9650	0.4060	-0.0860
295	Kepler-256 e	CONFIRMED	10.681679160	4.6600000e-05	-4.6600000e-05	1.80	7.600e-01	-1.600e-01	825.0			5936.00	178.00	-229.00	4.501	0.038	-0.303	0.9650	0.4060	-0.0860
297	Kepler-77 b	CONFIRMED	3.578780551	1.6300000e-07	-1.6300000e-07	10.43	1.360e+00	-4.800e-01	1144.0			5705.00	107.00	-145.00	4.497	0.023	-0.116	0.9760	0.1280	-0.0450
299	Kepler-254 b	CONFIRMED	5.826659194	6.3650000e-06	-6.3650000e-06	3.68	1.470e+00	-2.900e-01	983.0			5941.00	166.00	-175.00	4.533	0.031	-0.288	0.8850	0.3540	-0.0690
300	Kepler-254 c	CONFIRMED	12.412178690	4.9960000e-05	-4.9960000e-05	2.28	9.100e-01	-1.800e-01	764.0			5941.00	166.00	-175.00	4.533	0.031	-0.288	0.8850	0.3540	-0.0690
301	Kepler-254 d	CONFIRMED	18.746539710	8.1870000e-05	-8.1870000e-05	2.60	1.050e+00	-2.000e-01	666.0			5941.00	166.00	-175.00	4.533	0.031	-0.288	0.8850	0.3540	-0.0690
302	Kepler-31 b	CONFIRMED	20.860212670	2.4480000e-05	-2.4480000e-05	5.28	2.500e+00	-6.300e-01	781.0			6505.00	169.00	-251.00	4.381	0.067	-0.282	1.1630	0.5510	-0.1400
303	Kepler-31 c	CONFIRMED	42.634161770	9.0730000e-05	-9.0730000e-05	4.99	2.370e+00	-6.000e-01	615.0			6505.00	169.00	-251.00	4.381	0.067	-0.282	1.1630	0.5510	-0.1400
304	Kepler-31 d	CONFIRMED	87.647533400	5.2020000e-04	-5.2020000e-04	4.06	1.930e+00	-4.900e-01	484.0			6505.00	169.00	-251.00	4.381	0.067	-0.282	1.1630	0.5510	-0.1400
308	Kepler-15 b	CONFIRMED	4.942783399	2.3200000e-07	-2.3200000e-07	10.77	1.800e+00	-6.700e-01	1008.0			5514.00	89.00	-109.00	4.459	0.048	-0.145	0.9780	0.1630	-0.0610
310	Kepler-255 c	CONFIRMED	9.946036030	2.1330000e-05	-2.1330000e-05	3.01	1.190e+00	-2.000e-01	768.0			5569.00	167.00	-162.00	4.546	0.023	-0.290	0.8870	0.3490	-0.0600
312	Kepler-255 b	CONFIRMED	5.714620040	3.4250000e-05	-3.4250000e-05	1.55	6.200e-01	-1.000e-01	923.0			5569.00	167.00	-162.00	4.546	0.023	-0.290	0.8870	0.3490	-0.0600
314	Kepler-24 b	CONFIRMED	8.145118720	4.0280000e-05	-4.0280000e-05	3.11	1.150e+00	-4.600e-01	993.0			6038.00	164.00	-191.00	4.349	0.120	-0.250	1.0880	0.4010	-0.1600
315	Kepler-24 e	CONFIRMED	18.998509230	9.5370000e-05	-9.5370000e-05	2.36	8.700e-01	-3.500e-01	748.0			6038.00	164.00	-191.00	4.349	0.120	-0.250	1.0880	0.4010	-0.1600
316	Kepler-24 d	CONFIRMED	4.244376210	2.4260000e-05	-2.4260000e-05	1.61	5.900e-01	-2.400e-01	1234.0			6038.00	164.00	-191.00	4.349	0.120	-0.250	1.0880	0.4010	-0.1600
318	Kepler-112 c	CONFIRMED	28.574264900	3.7900000e-05	-3.7900000e-05	2.80	1.420e+00	-5.300e-01	608.0			5763.00	171.00	-145.00	4.361	0.182	-0.314	0.9570	0.4850	-0.1810
334	Kepler-111 c	CONFIRMED	224.778209300	3.0470000e-04	-3.0470000e-04	7.52	1.660e+00	-7.300e-01	323.0			5906.00	98.00	-127.00	4.361	0.074	-0.160	1.1450	0.2540	-0.1100
351	Kepler-21 b	CONFIRMED	2.785821693	3.7800000e-06	-3.7800000e-06	1.59	1.000e-02	-2.000e-02	1785.0			6131.00	44.00	-44.00	4.026	0.006	-0.006	1.8600	0.0200	-0.0200
377	Kepler-265 c	CONFIRMED	17.029021050	6.9750000e-05	-6.9750000e-05	2.41	1.010e+00	-2.300e-01	760.0			6299.00	169.00	-220.00	4.472	0.049	-0.298	0.9830	0.4120	-0.0940
378	Kepler-265 b	CONFIRMED	6.846192990	3.6810000e-05	-3.6810000e-05	1.66	6.900e-01	-1.600e-01	1030.0			6299.00	169.00	-220.00	4.472	0.049	-0.298	0.9830	0.4120	-0.0940
379	Kepler-265 e	CONFIRMED	67.831830900	8.6030000e-04	-8.6030000e-04	2.35	9.900e-01	-2.200e-01	479.0			6299.00	169.00	-220.00	4.472	0.049	-0.298	0.9830	0.4120	-0.0940
380	Kepler-265 d	CONFIRMED	43.130808200	3.6900000e-04	-3.6900000e-04	2.20	9.200e-01	-2.100e-01	557.0			6299.00	169.00	-220.00	4.472	0.049	-0.298	0.9830	0.4120	-0.0940
383	Kepler-268 b	CONFIRMED	25.934067400	7.8570000e-05	-7.8570000e-05	2.35	1.350e+00	-2.800e-01	707.0			6322.00	160.00	-218.00	4.364	0.083	-0.325	1.1310	0.6490	-0.1320
384	Kepler-268 c	CONFIRMED	83.446333500	3.8660000e-04	-3.8660000e-04	2.52	1.450e+00	-2.900e-01	479.0			6322.00	160.00	-218.00	4.364	0.083	-0.325	1.1310	0.6490	-0.1320
392	Kepler-79 d	CONFIRMED	52.090816020	4.0440000e-05	-4.0440000e-05	5.70	2.560e+00	-5.400e-01	542.0			6388.00	160.00	-214.00	4.442	0.050	-0.299	1.0370	0.4670	-0.0980
396	Kepler-260 b	CONFIRMED	8.187410900	1.6180000e-05	-1.6180000e-05	2.09	6.500e-01	-1.600e-01	798.0			5523.00	166.00	-138.00	4.566	0.026	-0.217	0.8320	0.2600	-0.0630
397	Kepler-260 c	CONFIRMED	76.051065100	8.8200000e-04	-8.8200000e-04	1.61	5.100e-01	-1.200e-01	379.0			5523.00	166.00	-138.00	4.566	0.026	-0.217	0.8320	0.2600	-0.0630
398	Kepler-111 b	CONFIRMED	3.341802938	7.0170000e-06	-7.0170000e-06	1.75	3.900e-01	-1.600e-01	1311.0			5906.00	98.00	-127.00	4.361	0.074	-0.160	1.1450	0.2540	-0.1100
409	Kepler-415 c	CONFIRMED	8.707979040	2.3470000e-05	-2.3470000e-05	2.62	2.800e-01	-2.200e-01	593.0			4523.00	170.00	-156.00	4.651	0.038	-0.055	0.6430	0.0690	-0.0550
411	Kepler-415 b	CONFIRMED	4.176345250	2.2350000e-05	-2.2350000e-05	1.61	1.700e-01	-1.400e-01	758.0			4523.00	170.00	-156.00	4.651	0.038	-0.055	0.6430	0.0690	-0.0550
412	Kepler-79 c	CONFIRMED	27.402320890	5.1600000e-05	-5.1600000e-05	2.96	1.330e+00	-2.800e-01	671.0			6388.00	160.00	-214.00	4.442	0.050	-0.299	1.0370	0.4670	-0.0980
414	Kepler-261 b	CONFIRMED	10.381234510	1.1170000e-05	-1.1170000e-05	2.23	2.000e-01	-7.000e-02	678.0			5203.00	102.00		4.595	0.011	-0.072	0.7740	0.0700	-0.0260
415	Kepler-261 c	CONFIRMED	24.570815690	4.6920000e-05	-4.6920000e-05	2.10	1.900e-01	-7.000e-02	509.0			5203.00	102.00		4.595	0.011	-0.072	0.7740	0.0700	-0.0260
418	Kepler-43 b	CONFIRMED	3.024092548	1.5900000e-07	-1.5900000e-07	12.10	8.900e-01	-9.800e-01	1475.0			6022.00	116.00	-138.00	4.263	0.047	-0.055	1.3450	0.1000	-0.1080
434	Kepler-79 b	CONFIRMED	13.484586650	2.1540000e-05	-2.1540000e-05	2.73	1.230e+00	-2.600e-01	850.0			6388.00	160.00	-214.00	4.442	0.050	-0.299	1.0370	0.4670	-0.0980
435	Kepler-276 c	CONFIRMED	31.884156900	2.5630000e-04	-2.5630000e-04	3.15	1.380e+00	-2.900e-01	605.0			6102.00	157.00	-224.00	4.457	0.047	-0.296	1.0260	0.4490	-0.0970
440	Kepler-262 c	CONFIRMED	21.853679100	9.7460000e-05	-9.7460000e-05	1.74	6.500e-01	-1.300e-01	618.0			5830.00	153.00	-158.00	4.540	0.029	-0.271	0.8760	0.3250	-0.0670
448	Kepler-48 b	CONFIRMED	4.778004028	3.5460000e-06	-3.5460000e-06	1.89	2.300e-01	-6.000e-02	922.0			5296.00	108.00	-96.00	4.558	0.015	-0.113	0.8520	0.1050	-0.0290
451	Kepler-269 b	CONFIRMED	5.326702150	1.9150000e-05	-1.9150000e-05	2.45	1.050e+00	-2.000e-01	1007.0			5831.00	182.00	-196.00	4.517	0.033	-0.304	0.9210	0.3950	-0.0750
458	Kepler-262 b	CONFIRMED	13.060766880	9.2090000e-05	-9.2090000e-05	1.49	5.500e-01	-1.200e-01	734.0			5830.00	153.00	-158.00	4.540	0.029	-0.271	0.8760	0.3250	-0.0670
469	Kepler-269 c	CONFIRMED	8.128108770	9.9030000e-05	-9.9030000e-05	1.62	6.900e-01	-1.400e-01	875.0			5831.00	182.00	-196.00	4.517	0.033	-0.304	0.9210	0.3950	-0.0750
477	Kepler-275 c	CONFIRMED	16.088318290	7.7820000e-05	-7.7820000e-05	3.32	1.770e+00	-5.400e-01	881.0			6535.00	211.00	-351.00	4.348	0.075	-0.314	1.2830	0.6870	-0.2090
478	Kepler-275 b	CONFIRMED	10.300655120	8.6490000e-05	-8.6490000e-05	2.25	1.210e+00	-3.700e-01	1021.0			6535.00	211.00	-351.00	4.348	0.075	-0.314	1.2830	0.6870	-0.2090
479	Kepler-275 d	CONFIRMED	35.675696300	4.3510000e-04	-4.3510000e-04	3.08	1.660e+00	-5.000e-01	675.0			6535.00	211.00	-351.00	4.348	0.075	-0.314	1.2830	0.6870	-0.2090
482	Kepler-263 b	CONFIRMED	16.568059490	5.0770000e-05	-5.0770000e-05	2.81	7.400e-01	-2.200e-01	594.0			5265.00	177.00	-141.00	4.571	0.033	-0.155	0.7810	0.2050	-0.0620
483	Kepler-263 c	CONFIRMED	47.333026200	3.5480000e-04	-3.5480000e-04	2.40	6.300e-01	-1.900e-01	418.0			5265.00	177.00	-141.00	4.571	0.033	-0.155	0.7810	0.2050	-0.0620
485	Kepler-264 b	CONFIRMED	40.806849400	2.8810000e-04	-2.8810000e-04	4.86	1.210e+00	-2.270e+00	844.0			6231.00	180.00	-199.00	3.797	0.416	-0.140	2.3970	0.5960	-1.1220
488	Kepler-266 b	CONFIRMED	6.618341910	2.4760000e-05	-2.4760000e-05	2.51	1.110e+00	-2.600e-01	990.0			5888.00	176.00	-215.00	4.444	0.059	-0.298	1.0190	0.4510	-0.1060
489	Kepler-266 c	CONFIRMED	107.721574400	8.8820000e-04	-8.8820000e-04	3.83	1.690e+00	-4.000e-01	390.0			5888.00	176.00	-215.00	4.444	0.059	-0.298	1.0190	0.4510	-0.1060
492	Kepler-48 c	CONFIRMED	9.673953474	5.6150000e-06	-5.6150000e-06	2.61	3.200e-01	-9.000e-02	729.0			5296.00	108.00	-96.00	4.558	0.015	-0.113	0.8520	0.1050	-0.0290
497	Kepler-276 b	CONFIRMED	14.128461780	7.1690000e-05	-7.1690000e-05	2.64	1.160e+00	-2.500e-01	793.0			6102.00	157.00	-224.00	4.457	0.047	-0.296	1.0260	0.4490	-0.0970
498	Kepler-276 d	CONFIRMED	48.647660100	7.8810000e-04	-7.8810000e-04	2.58	1.120e+00	-2.500e-01	525.0			6102.00	157.00	-224.00	4.457	0.047	-0.296	1.0260	0.4490	-0.0970
502	Kepler-264 c	CONFIRMED	140.103940000	2.5390000e-03	-2.5390000e-03	4.16	1.040e+00	-1.950e+00	559.0			6231.00	180.00	-199.00	3.797	0.416	-0.140	2.3970	0.5960	-1.1220
520	Kepler-257 c	CONFIRMED	6.581478842	5.0120000e-06	-5.0120000e-06	4.77	3.470e+00	-6.900e-01	881.0			5188.00	188.00	-154.00	4.400	0.131	-0.432	0.9730	0.7060	-0.1420
522	Kepler-257 b	CONFIRMED	2.382652169	3.2770000e-06	-3.2770000e-06	2.67	1.940e+00	-3.900e-01	1237.0			5188.00	188.00	-154.00	4.400	0.131	-0.432	0.9730	0.7060	-0.1420
523	Kepler-257 d	CONFIRMED	24.664597110	3.9670000e-05	-3.9670000e-05	5.67	4.110e+00	-8.300e-01	568.0			5188.00	188.00	-154.00	4.400	0.131	-0.432	0.9730	0.7060	-0.1420
525	Kepler-18 c	CONFIRMED	7.641571533	1.7870000e-06	-1.7870000e-06	4.98	3.400e-01	-3.200e-01	899.0			5356.00	109.00	-64.00	4.338	0.057	-0.042	1.0550	0.0720	-0.0680
532	Kepler-88 b	CONFIRMED	10.916108342	4.8750000e-06	-4.8750000e-06	3.93	6.600e-01	-1.500e-01	758.0			5575.00	82.00	-116.00	4.521	0.019	-0.153	0.9320	0.1570	-0.0360
533	Kepler-267 b	CONFIRMED	3.353730333	4.0870000e-06	-4.0870000e-06	2.12	2.800e-01	-2.700e-01	619.0			3807.00	97.00	-69.00	4.784	0.083	-0.083	0.4700	0.0600	-0.0600
534	Kepler-267 c	CONFIRMED	6.877449897	9.6670000e-06	-9.6670000e-06	2.02	2.500e-01	-2.600e-01	487.0			3807.00	97.00	-69.00	4.784	0.083	-0.083	0.4700	0.0600	-0.0600
535	Kepler-267 d	CONFIRMED	28.464626220	8.8200000e-05	-8.8200000e-05	2.01	2.600e-01	-2.500e-01	303.0			3807.00	97.00	-69.00	4.784	0.083	-0.083	0.4700	0.0600	-0.0600
537	Kepler-48 d	CONFIRMED	42.896055050	9.6460000e-05	-9.6460000e-05	2.02	2.500e-01	-7.000e-02	443.0			5296.00	108.00	-96.00	4.558	0.015	-0.113	0.8520	0.1050	-0.0290
557	Kepler-270 b	CONFIRMED	11.476101300	4.9600000e-05	-4.9600000e-05	1.83	1.080e+00	-3.300e-01	1001.0			6432.00	157.00	-229.00	4.272	0.130	-0.319	1.3000	0.7650	-0.2370
558	Kepler-270 c	CONFIRMED	25.263026800	3.2820000e-04	-3.2820000e-04	1.50	8.800e-01	-2.700e-01	769.0			6432.00	157.00	-229.00	4.272	0.130	-0.319	1.3000	0.7650	-0.2370
561	Kepler-271 b	CONFIRMED	10.435478050	2.7000000e-05	-2.7000000e-05	1.32	2.100e-01	-1.200e-01	778.0			5516.00	122.00	-96.00	4.448	0.085	-0.118	0.8950	0.1470	-0.0800
562	Kepler-271 c	CONFIRMED	7.410862670	3.3050000e-05	-3.3050000e-05	1.02	1.700e-01	-9.000e-02	872.0			5516.00	122.00	-96.00	4.448	0.085	-0.118	0.8950	0.1470	-0.0800
568	Kepler-258 b	CONFIRMED	13.197214960	1.1700000e-05	-1.1700000e-05	4.12	7.980e+00	-4.500e-01	641.0			4954.00	163.00	-137.00	4.462	0.098	-0.808	0.8850	1.7140	-0.0970
569	Kepler-18 d	CONFIRMED	14.858912687	3.7630000e-06	-3.7630000e-06	5.96	4.100e-01	-3.800e-01	720.0			5356.00	109.00	-64.00	4.338	0.057	-0.042	1.0550	0.0720	-0.0680
587	Kepler-258 c	CONFIRMED	33.652970100	1.0560000e-04	-1.0560000e-04	3.72	7.190e+00	-4.100e-01	470.0			4954.00	163.00	-137.00	4.462	0.098	-0.808	0.8850	1.7140	-0.0970
588	Kepler-32 b	CONFIRMED	5.901282819	6.2370000e-06	-6.2370000e-06	2.09	2.500e-01	-2.500e-01	513.0			3727.00	104.00	-64.00	4.756	0.078	-0.078	0.5000	0.0600	-0.0600
589	Kepler-32 c	CONFIRMED	8.752106450	1.4540000e-05	-1.4540000e-05	2.20	2.600e-01	-2.700e-01	449.0			3727.00	104.00	-64.00	4.756	0.078	-0.078	0.5000	0.0600	-0.0600
590	Kepler-32 d	CONFIRMED	22.780769450	4.2240000e-05	-4.2240000e-05	2.29	2.700e-01	-2.800e-01	327.0			3727.00	104.00	-64.00	4.756	0.078	-0.078	0.5000	0.0600	-0.0600
591	Kepler-32 e	CONFIRMED	2.896013787	4.2150000e-06	-4.2150000e-06	1.32	1.500e-01	-1.600e-01	650.0			3727.00	104.00	-64.00	4.756	0.078	-0.078	0.5000	0.0600	-0.0600
592	Kepler-32 f	CONFIRMED	0.742958836	6.3000000e-07	-6.3000000e-07	1.88	2.300e-01	-2.200e-01	1024.0			3727.00	104.00	-64.00	4.756	0.078	-0.078	0.5000	0.0600	-0.0600
598	Kepler-18 b	CONFIRMED	3.504687554	3.5800000e-06	-3.5800000e-06	2.11	1.400e-01	-1.400e-01	1165.0			5356.00	109.00	-64.00	4.338	0.057	-0.042	1.0550	0.0720	-0.0680
600	Kepler-418 b	CONFIRMED	86.678551860	6.2940000e-05	-6.2940000e-05	9.88	4.670e+00	-1.020e+00	446.0			6177.00	165.00	-212.00	4.420	0.063	-0.303	1.0430	0.4940	-0.1070
609	Kepler-272 c	CONFIRMED	6.057305240	1.9280000e-05	-1.9280000e-05	1.67	1.130e+00	-1.900e-01	881.0			5300.00	179.00	-144.00	4.470	0.095	-0.461	0.8490	0.5720	-0.0970
611	Kepler-13 b	CONFIRMED	1.763587569	3.2000000e-08	-3.2000000e-08	25.80	1.019e+01	-8.040e+00	3560.0			9107.00	257.00	-425.00	3.867	0.235	-0.148	3.0310	1.1980	-0.9440
613	Kepler-259 b	CONFIRMED	8.115292190	1.3980000e-05	-1.3980000e-05	2.68	1.080e+00	-2.100e-01	879.0			5926.00	161.00	-170.00	4.532	0.031	-0.291	0.8870	0.3590	-0.0690
614	Kepler-259 c	CONFIRMED	36.924953100	1.1270000e-04	-1.1270000e-04	2.71	1.100e+00	-2.100e-01	530.0			5926.00	161.00	-170.00	4.532	0.031	-0.291	0.8870	0.3590	-0.0690
626	Kepler-112 b	CONFIRMED	8.408876951	5.9840000e-06	-5.9840000e-06	2.72	1.380e+00	-5.100e-01	914.0			5763.00	171.00	-145.00	4.361	0.182	-0.314	0.9570	0.4850	-0.1810
627	Kepler-272 d	CONFIRMED	10.937300710	4.7410000e-05	-4.7410000e-05	1.76	1.180e+00	-2.000e-01	723.0			5300.00	179.00	-144.00	4.470	0.095	-0.461	0.8490	0.5720	-0.0970
628	Kepler-272 b	CONFIRMED	2.971364100	1.0760000e-05	-1.0760000e-05	1.33	9.000e-01	-1.500e-01	1117.0			5300.00	179.00	-144.00	4.470	0.095	-0.461	0.8490	0.5720	-0.0970
630	Kepler-273 b	CONFIRMED	2.936526966	5.2300000e-06	-5.2300000e-06	1.55	7.000e-01	-1.700e-01	1167.0			5627.00	177.00	-143.00	4.506	0.073	-0.280	0.8150	0.3690	-0.0860
647	Kepler-24 c	CONFIRMED	12.333408850	6.6740000e-05	-6.6740000e-05	4.75	1.760e+00	-6.900e-01	864.0			6038.00	164.00	-191.00	4.349	0.120	-0.250	1.0880	0.4010	-0.1600
648	Kepler-273 c	CONFIRMED	8.014947150	3.4330000e-05	-3.4330000e-05	1.65	7.400e-01	-1.800e-01	835.0			5627.00	177.00	-143.00	4.506	0.073	-0.280	0.8150	0.3690	-0.0860
654	Kepler-42 b	CONFIRMED	1.213770222	3.7600000e-07	-3.7600000e-07	0.87	2.100e-01	-2.000e-01	525.0			3068.00	174.00	-174.00	5.090	0.200	-0.200	0.1700	0.0400	-0.0400
655	Kepler-42 c	CONFIRMED	0.453287337	8.6000000e-08	-8.6000000e-08	0.92	2.200e-01	-2.100e-01	733.0			3068.00	174.00	-174.00	5.090	0.200	-0.200	0.1700	0.0400	-0.0400
657	Kepler-42 d	CONFIRMED	1.865114770	1.1200000e-06	-1.1200000e-06	0.69	1.700e-01	-1.600e-01	456.0			3068.00	174.00	-174.00	5.090	0.200	-0.200	0.1700	0.0400	-0.0400
666	Kepler-290 c	CONFIRMED	36.770473100	1.2720000e-04	-1.2720000e-04	3.44	6.200e-01	-2.600e-01	438.0			5153.00	170.00	-143.00	4.602	0.027	-0.117	0.7590	0.1370	-0.0570
667	Kepler-290 b	CONFIRMED	14.589324620	4.1100000e-05	-4.1100000e-05	2.18	3.900e-01	-1.600e-01	596.0			5153.00	170.00	-143.00	4.602	0.027	-0.117	0.7590	0.1370	-0.0570
669	Kepler-61 b	CONFIRMED	59.877824000	1.6200000e-04	-1.6200000e-04	2.17	9.000e-02	-1.400e-01	272.0			4014.00	76.00	-80.00	4.663	0.040	-0.020	0.5960	0.0260	-0.0380
671	Kepler-297 c	CONFIRMED	74.927717520	6.8130000e-05	-6.8130000e-05	7.54	3.470e+00	-7.500e-01	466.0			6150.00	151.00	-193.00	4.423	0.061	-0.299	1.0400	0.4780	-0.1040
676	Kepler-23 b	CONFIRMED	7.106943850	3.0420000e-05	-3.0420000e-05	1.93	6.000e-02	-6.000e-02	1174.0			5828.00	100.00	-100.00	4.090	0.019	-0.019	1.5480	0.0480	-0.0480
679	Kepler-280 b	CONFIRMED	2.139556503	3.1960000e-06	-3.1960000e-06	1.42	6.200e-01	-1.200e-01	1314.0			5741.00	158.00	-147.00	4.543	0.032	-0.301	0.8560	0.3750	-0.0690
680	Kepler-280 c	CONFIRMED	4.807099588	6.5590000e-06	-6.5590000e-06	1.84	8.100e-01	-1.500e-01	1004.0			5741.00	158.00	-147.00	4.543	0.032	-0.301	0.8560	0.3750	-0.0690
681	Kepler-56 c	CONFIRMED	21.405490100	1.2190000e-04	-1.2190000e-04	11.34	4.100e-01	-4.000e-01	1079.0			4840.00	97.00	-97.00	3.306	0.045	-0.045	4.2300	0.1500	-0.1500
